trip_id,route_id,direction_id,bus_id
T000001,R0001,0,B00001
T000002,R0001,1,B00001
T000003,R0001,0,B00001
T000004,R0001,1,B00001
T000005,R0001,0,B00001
T000006,R0001,1,B00001
T000007,R0001,0,B00001
T000008,R0001,1,B00002
T000009,R0001,0,B00002
T000010,R0001,1,B00002
T000011,R0001,0,B00002
T000012,R0001,1,B00002
T000013,R0001,0,B00002
T000014,R0001,1,B00002
T000015,R0001,0,B00003
T000016,R0001,1,B00003
T000017,R0001,0,B00003
T000018,R0001,1,B00003
T000019,R0001,0,B00003
T000020,R0001,1,B00003
T000021,R0001,0,B00003
T000022,R0001,1,B00004
T000023,R0001,0,B00004
T000024,R0001,1,B00004
T000025,R0001,0,B00004
T000026,R0001,1,B00004
T000027,R0001,0,B00004
T000028,R0001,1,B00004
T000029,R0001,0,B00005
T000030,R0001,1,B00005
T000031,R0001,0,B00005
T000032,R0001,1,B00005
T000033,R0001,0,B00005
T000034,R0001,1,B00005
T000035,R0001,0,B00005
T000036,R0001,1,B00006
T000037,R0001,0,B00006
T000038,R0001,1,B00006
T000039,R0001,0,B00006
T000040,R0001,1,B00006
T000041,R0001,0,B00006
T000042,R0001,1,B00006
T000043,R0001,0,B00007
T000044,R0001,1,B00007
T000045,R0001,0,B00007
T000046,R0001,1,B00007
T000047,R0001,0,B00007
T000048,R0001,1,B00007
T000049,R0001,0,B00007
T000050,R0001,1,B00008
T000051,R0001,0,B00008
T000052,R0001,1,B00008
T000053,R0001,0,B00008
T000054,R0001,1,B00008
T000055,R0001,0,B00008
T000056,R0001,1,B00008
T000057,R0001,0,B00009
T000058,R0001,1,B00009
T000059,R0001,0,B00009
T000060,R0001,1,B00009
T000061,R0001,0,B00009
T000062,R0001,1,B00009
T000063,R0001,0,B00009
T000064,R0001,1,B00010
T000065,R0001,0,B00010
T000066,R0001,1,B00010
T000067,R0001,0,B00010
T000068,R0001,1,B00010
T000069,R0001,0,B00010
T000070,R0001,1,B00010
T000071,R0001,0,B00011
T000072,R0001,1,B00011
T000073,R0001,0,B00011
T000074,R0001,1,B00011
T000075,R0001,0,B00011
T000076,R0001,1,B00011
T000077,R0001,0,B00011
T000078,R0001,1,B00012
T000079,R0001,0,B00012
T000080,R0001,1,B00012
T000081,R0001,0,B00012
T000082,R0001,1,B00012
T000083,R0001,0,B00012
T000084,R0001,1,B00012
T000085,R0001,0,B00013
T000086,R0001,1,B00013
T000087,R0001,0,B00013
T000088,R0001,1,B00013
T000089,R0001,0,B00013
T000090,R0001,1,B00013
T000091,R0001,0,B00013
T000092,R0001,1,B00014
T000093,R0001,0,B00014
T000094,R0001,1,B00014
T000095,R0001,0,B00014
T000096,R0001,1,B00014
T000097,R0001,0,B00014
T000098,R0001,1,B00014
T000099,R0001,0,B00015
T000100,R0001,1,B00015
T000101,R0001,0,B00015
T000102,R0001,1,B00015
T000103,R0001,0,B00015
T000104,R0001,1,B00015
T000105,R0001,0,B00015
T000106,R0001,1,B00016
T000107,R0001,0,B00016
T000108,R0001,1,B00016
T000109,R0001,0,B00016
T000110,R0001,1,B00016
T000111,R0001,0,B00016
T000112,R0001,1,B00016
T000113,R0001,0,B00017
T000114,R0001,1,B00017
T000115,R0001,0,B00017
T000116,R0001,1,B00017
T000117,R0001,0,B00017
T000118,R0001,1,B00017
T000119,R0001,0,B00017
T000120,R0001,1,B00018
T000121,R0001,0,B00018
T000122,R0001,1,B00018
T000123,R0001,0,B00018
T000124,R0001,1,B00018
T000125,R0001,0,B00018
T000126,R0001,1,B00018
T000127,R0001,0,B00019
T000128,R0001,1,B00019
T000129,R0001,0,B00019
T000130,R0001,1,B00019
T000131,R0001,0,B00019
T000132,R0001,1,B00019
T000133,R0001,1,B00020
T000134,R0001,0,B00020
T000135,R0001,1,B00020
T000136,R0001,0,B00020
T000137,R0001,1,B00020
T000138,R0001,0,B00020
T000139,R0001,0,B00021
T000140,R0001,1,B00021
T000141,R0001,0,B00021
T000142,R0001,1,B00021
T000143,R0001,0,B00021
T000144,R0001,1,B00021
T000145,R0001,1,B00022
T000146,R0001,0,B00022
T000147,R0001,1,B00022
T000148,R0001,0,B00022
T000149,R0001,1,B00022
T000150,R0001,0,B00022
T000151,R0001,0,B00023
T000152,R0001,1,B00023
T000153,R0001,0,B00023
T000154,R0001,1,B00023
T000155,R0001,0,B00023
T000156,R0001,1,B00023
T000157,R0001,1,B00024
T000158,R0001,0,B00024
T000159,R0001,1,B00024
T000160,R0001,0,B00024
T000161,R0001,1,B00024
T000162,R0001,0,B00024
T000163,R0001,0,B00025
T000164,R0001,1,B00025
T000165,R0001,0,B00025
T000166,R0001,1,B00025
T000167,R0001,0,B00025
T000168,R0001,1,B00025
T000169,R0001,1,B00026
T000170,R0001,0,B00026
T000171,R0001,1,B00026
T000172,R0001,0,B00026
T000173,R0001,1,B00026
T000174,R0001,0,B00026
T000175,R0001,0,B00027
T000176,R0001,1,B00027
T000177,R0001,0,B00027
T000178,R0001,1,B00027
T000179,R0001,0,B00027
T000180,R0001,1,B00027
T000181,R0001,1,B00028
T000182,R0001,0,B00028
T000183,R0001,1,B00028
T000184,R0001,0,B00028
T000185,R0001,1,B00028
T000186,R0001,0,B00028
T000187,R0001,0,B00029
T000188,R0001,1,B00029
T000189,R0001,0,B00029
T000190,R0001,1,B00029
T000191,R0001,0,B00029
T000192,R0001,1,B00029
T000193,R0001,1,B00030
T000194,R0001,0,B00030
T000195,R0001,1,B00030
T000196,R0001,0,B00030
T000197,R0001,1,B00030
T000198,R0001,0,B00030
T010674,R0002,0,B01321
T010675,R0002,1,B01321
T010676,R0002,0,B01321
T010677,R0002,1,B01321
T010678,R0002,0,B01321
T010679,R0002,1,B01321
T010680,R0002,0,B01321
T010681,R0002,1,B01321
T010682,R0002,1,B01322
T010683,R0002,0,B01322
T010684,R0002,1,B01322
T010685,R0002,0,B01322
T010686,R0002,1,B01322
T010687,R0002,0,B01322
T010688,R0002,1,B01322
T010689,R0002,0,B01322
T010690,R0002,0,B01323
T010691,R0002,1,B01323
T010692,R0002,0,B01323
T010693,R0002,1,B01323
T010694,R0002,0,B01323
T010695,R0002,1,B01323
T010696,R0002,0,B01323
T010697,R0002,1,B01323
T010698,R0002,1,B01324
T010699,R0002,0,B01324
T010700,R0002,1,B01324
T010701,R0002,0,B01324
T010702,R0002,1,B01324
T010703,R0002,0,B01324
T010704,R0002,1,B01324
T010705,R0002,0,B01324
T010706,R0002,0,B01325
T010707,R0002,1,B01325
T010708,R0002,0,B01325
T010709,R0002,1,B01325
T010710,R0002,0,B01325
T010711,R0002,1,B01325
T010712,R0002,0,B01325
T010713,R0002,1,B01325
T010714,R0002,1,B01326
T010715,R0002,0,B01326
T010716,R0002,1,B01326
T010717,R0002,0,B01326
T010718,R0002,1,B01326
T010719,R0002,0,B01326
T010720,R0002,1,B01326
T010721,R0002,0,B01326
T010722,R0002,0,B01327
T010723,R0002,1,B01327
T010724,R0002,0,B01327
T010725,R0002,1,B01327
T010726,R0002,0,B01327
T010727,R0002,1,B01327
T010728,R0002,0,B01327
T010729,R0002,1,B01327
T010730,R0002,1,B01328
T010731,R0002,0,B01328
T010732,R0002,1,B01328
T010733,R0002,0,B01328
T010734,R0002,1,B01328
T010735,R0002,0,B01328
T010736,R0002,1,B01328
T010737,R0002,0,B01328
T010738,R0002,0,B01329
T010739,R0002,1,B01329
T010740,R0002,0,B01329
T010741,R0002,1,B01329
T010742,R0002,0,B01329
T010743,R0002,1,B01329
T010744,R0002,0,B01329
T010745,R0002,1,B01329
T010746,R0002,1,B01330
T010747,R0002,0,B01330
T010748,R0002,1,B01330
T010749,R0002,0,B01330
T010750,R0002,1,B01330
T010751,R0002,0,B01330
T010752,R0002,1,B01330
T010753,R0002,0,B01330
T010754,R0002,0,B01331
T010755,R0002,1,B01331
T010756,R0002,0,B01331
T010757,R0002,1,B01331
T010758,R0002,0,B01331
T010759,R0002,1,B01331
T010760,R0002,0,B01331
T010761,R0002,1,B01331
T010762,R0002,1,B01332
T010763,R0002,0,B01332
T010764,R0002,1,B01332
T010765,R0002,0,B01332
T010766,R0002,1,B01332
T010767,R0002,0,B01332
T010768,R0002,1,B01332
T010769,R0002,0,B01332
T010770,R0002,0,B01333
T010771,R0002,1,B01333
T010772,R0002,0,B01333
T010773,R0002,1,B01333
T010774,R0002,0,B01333
T010775,R0002,1,B01333
T010776,R0002,0,B01333
T010777,R0002,1,B01333
T010778,R0002,1,B01334
T010779,R0002,0,B01334
T010780,R0002,1,B01334
T010781,R0002,0,B01334
T010782,R0002,1,B01334
T010783,R0002,0,B01334
T010784,R0002,1,B01334
T010785,R0002,0,B01334
T010786,R0002,0,B01335
T010787,R0002,1,B01335
T010788,R0002,0,B01335
T010789,R0002,1,B01335
T010790,R0002,0,B01335
T010791,R0002,1,B01335
T010792,R0002,0,B01335
T010793,R0002,1,B01335
T010794,R0002,1,B01336
T010795,R0002,0,B01336
T010796,R0002,1,B01336
T010797,R0002,0,B01336
T010798,R0002,1,B01336
T010799,R0002,0,B01336
T010800,R0002,1,B01336
T010801,R0002,0,B01336
T010802,R0002,0,B01337
T010803,R0002,1,B01337
T010804,R0002,0,B01337
T010805,R0002,1,B01337
T010806,R0002,0,B01337
T010807,R0002,1,B01337
T010808,R0002,0,B01337
T010809,R0002,1,B01337
T010810,R0002,1,B01338
T010811,R0002,0,B01338
T010812,R0002,1,B01338
T010813,R0002,0,B01338
T010814,R0002,1,B01338
T010815,R0002,0,B01338
T010816,R0002,1,B01338
T010817,R0002,0,B01338
T010818,R0002,0,B01339
T010819,R0002,1,B01339
T010820,R0002,0,B01339
T010821,R0002,1,B01339
T010822,R0002,0,B01339
T010823,R0002,1,B01339
T010824,R0002,0,B01339
T010825,R0002,1,B01339
T010826,R0002,1,B01340
T010827,R0002,0,B01340
T010828,R0002,1,B01340
T010829,R0002,0,B01340
T010830,R0002,1,B01340
T010831,R0002,0,B01340
T010832,R0002,1,B01340
T010833,R0002,0,B01340
T010834,R0002,0,B01341
T010835,R0002,1,B01341
T010836,R0002,0,B01341
T010837,R0002,1,B01341
T010838,R0002,0,B01341
T010839,R0002,1,B01341
T010840,R0002,0,B01341
T010841,R0002,1,B01342
T010842,R0002,0,B01342
T010843,R0002,1,B01342
T010844,R0002,0,B01342
T010845,R0002,1,B01342
T010846,R0002,0,B01342
T010847,R0002,1,B01342
T010848,R0002,0,B01343
T010849,R0002,1,B01343
T010850,R0002,0,B01343
T010851,R0002,1,B01343
T010852,R0002,0,B01343
T010853,R0002,1,B01343
T010854,R0002,0,B01343
T010855,R0002,1,B01344
T010856,R0002,0,B01344
T010857,R0002,1,B01344
T010858,R0002,0,B01344
T010859,R0002,1,B01344
T010860,R0002,0,B01344
T010861,R0002,1,B01344
T010862,R0002,0,B01345
T010863,R0002,1,B01345
T010864,R0002,0,B01345
T010865,R0002,1,B01345
T010866,R0002,0,B01345
T010867,R0002,1,B01345
T010868,R0002,0,B01345
T010869,R0002,1,B01346
T010870,R0002,0,B01346
T010871,R0002,1,B01346
T010872,R0002,0,B01346
T010873,R0002,1,B01346
T010874,R0002,0,B01346
T010875,R0002,1,B01346
T010876,R0002,0,B01347
T010877,R0002,1,B01347
T010878,R0002,0,B01347
T010879,R0002,1,B01347
T010880,R0002,0,B01347
T010881,R0002,1,B01347
T010882,R0002,0,B01347
T010883,R0002,1,B01348
T010884,R0002,0,B01348
T010885,R0002,1,B01348
T010886,R0002,0,B01348
T010887,R0002,1,B01348
T010888,R0002,0,B01348
T010889,R0002,1,B01348
T010890,R0002,0,B01349
T010891,R0002,1,B01349
T010892,R0002,0,B01349
T010893,R0002,1,B01349
T010894,R0002,0,B01349
T010895,R0002,1,B01349
T010896,R0002,0,B01349
T010897,R0002,1,B01350
T010898,R0002,0,B01350
T010899,R0002,1,B01350
T010900,R0002,0,B01350
T010901,R0002,1,B01350
T010902,R0002,0,B01350
T010903,R0002,1,B01350
T013451,R0003,0,B01621
T013452,R0003,1,B01621
T013453,R0003,0,B01621
T013454,R0003,1,B01621
T013455,R0003,0,B01621
T013456,R0003,1,B01621
T013457,R0003,1,B01622
T013458,R0003,0,B01622
T013459,R0003,1,B01622
T013460,R0003,0,B01622
T013461,R0003,1,B01622
T013462,R0003,0,B01622
T013463,R0003,0,B01623
T013464,R0003,1,B01623
T013465,R0003,0,B01623
T013466,R0003,1,B01623
T013467,R0003,0,B01623
T013468,R0003,1,B01623
T013469,R0003,1,B01624
T013470,R0003,0,B01624
T013471,R0003,1,B01624
T013472,R0003,0,B01624
T013473,R0003,1,B01624
T013474,R0003,0,B01624
T013475,R0003,0,B01625
T013476,R0003,1,B01625
T013477,R0003,0,B01625
T013478,R0003,1,B01625
T013479,R0003,0,B01625
T013480,R0003,1,B01625
T013481,R0003,1,B01626
T013482,R0003,0,B01626
T013483,R0003,1,B01626
T013484,R0003,0,B01626
T013485,R0003,1,B01626
T013486,R0003,0,B01626
T013487,R0003,0,B01627
T013488,R0003,1,B01627
T013489,R0003,0,B01627
T013490,R0003,1,B01627
T013491,R0003,0,B01627
T013492,R0003,1,B01627
T013493,R0003,1,B01628
T013494,R0003,0,B01628
T013495,R0003,1,B01628
T013496,R0003,0,B01628
T013497,R0003,1,B01628
T013498,R0003,0,B01628
T013499,R0003,0,B01629
T013500,R0003,1,B01629
T013501,R0003,0,B01629
T013502,R0003,1,B01629
T013503,R0003,0,B01629
T013504,R0003,1,B01629
T013505,R0003,1,B01630
T013506,R0003,0,B01630
T013507,R0003,1,B01630
T013508,R0003,0,B01630
T013509,R0003,1,B01630
T013510,R0003,0,B01630
T013511,R0003,0,B01631
T013512,R0003,1,B01631
T013513,R0003,0,B01631
T013514,R0003,1,B01631
T013515,R0003,0,B01631
T013516,R0003,1,B01631
T013517,R0003,1,B01632
T013518,R0003,0,B01632
T013519,R0003,1,B01632
T013520,R0003,0,B01632
T013521,R0003,1,B01632
T013522,R0003,0,B01632
T013523,R0003,0,B01633
T013524,R0003,1,B01633
T013525,R0003,0,B01633
T013526,R0003,1,B01633
T013527,R0003,0,B01633
T013528,R0003,1,B01633
T013529,R0003,1,B01634
T013530,R0003,0,B01634
T013531,R0003,1,B01634
T013532,R0003,0,B01634
T013533,R0003,1,B01634
T013534,R0003,0,B01634
T013535,R0003,0,B01635
T013536,R0003,1,B01635
T013537,R0003,0,B01635
T013538,R0003,1,B01635
T013539,R0003,0,B01635
T013540,R0003,1,B01635
T013541,R0003,1,B01636
T013542,R0003,0,B01636
T013543,R0003,1,B01636
T013544,R0003,0,B01636
T013545,R0003,1,B01636
T013546,R0003,0,B01636
T013547,R0003,0,B01637
T013548,R0003,1,B01637
T013549,R0003,0,B01637
T013550,R0003,1,B01637
T013551,R0003,0,B01637
T013552,R0003,1,B01637
T013553,R0003,1,B01638
T013554,R0003,0,B01638
T013555,R0003,1,B01638
T013556,R0003,0,B01638
T013557,R0003,1,B01638
T013558,R0003,0,B01638
T013559,R0003,0,B01639
T013560,R0003,1,B01639
T013561,R0003,0,B01639
T013562,R0003,1,B01639
T013563,R0003,0,B01639
T013564,R0003,1,B01639
T013565,R0003,1,B01640
T013566,R0003,0,B01640
T013567,R0003,1,B01640
T013568,R0003,0,B01640
T013569,R0003,1,B01640
T013570,R0003,0,B01640
T013571,R0003,0,B01641
T013572,R0003,1,B01641
T013573,R0003,0,B01641
T013574,R0003,1,B01641
T013575,R0003,0,B01641
T013576,R0003,1,B01641
T013577,R0003,1,B01642
T013578,R0003,0,B01642
T013579,R0003,1,B01642
T013580,R0003,0,B01642
T013581,R0003,1,B01642
T013582,R0003,0,B01642
T013583,R0003,0,B01643
T013584,R0003,1,B01643
T013585,R0003,0,B01643
T013586,R0003,1,B01643
T013587,R0003,0,B01643
T013588,R0003,1,B01643
T013589,R0003,1,B01644
T013590,R0003,0,B01644
T013591,R0003,1,B01644
T013592,R0003,0,B01644
T013593,R0003,1,B01644
T013594,R0003,0,B01644
T013595,R0003,0,B01645
T013596,R0003,1,B01645
T013597,R0003,0,B01645
T013598,R0003,1,B01645
T013599,R0003,0,B01645
T013600,R0003,1,B01645
T013601,R0003,1,B01646
T013602,R0003,0,B01646
T013603,R0003,1,B01646
T013604,R0003,0,B01646
T013605,R0003,1,B01646
T013606,R0003,0,B01646
T013607,R0003,0,B01647
T013608,R0003,1,B01647
T013609,R0003,0,B01647
T013610,R0003,1,B01647
T013611,R0003,0,B01647
T013612,R0003,1,B01647
T013613,R0003,1,B01648
T013614,R0003,0,B01648
T013615,R0003,1,B01648
T013616,R0003,0,B01648
T013617,R0003,1,B01648
T013618,R0003,0,B01648
T013619,R0003,0,B01649
T013620,R0003,1,B01649
T013621,R0003,0,B01649
T013622,R0003,1,B01649
T013623,R0003,0,B01649
T013624,R0003,1,B01649
T013625,R0003,1,B01650
T013626,R0003,0,B01650
T013627,R0003,1,B01650
T013628,R0003,0,B01650
T013629,R0003,1,B01650
T013630,R0003,0,B01650
T036129,R0004,0,B04291
T036130,R0004,1,B04291
T036131,R0004,0,B04291
T036132,R0004,1,B04291
T036133,R0004,1,B04292
T036134,R0004,0,B04292
T036135,R0004,1,B04292
T036136,R0004,0,B04292
T036137,R0004,0,B04293
T036138,R0004,1,B04293
T036139,R0004,0,B04293
T036140,R0004,1,B04293
T036141,R0004,1,B04294
T036142,R0004,0,B04294
T036143,R0004,1,B04294
T036144,R0004,0,B04294
T036145,R0004,0,B04295
T036146,R0004,1,B04295
T036147,R0004,0,B04295
T036148,R0004,1,B04295
T036149,R0004,1,B04296
T036150,R0004,0,B04296
T036151,R0004,1,B04296
T036152,R0004,0,B04296
T036153,R0004,0,B04297
T036154,R0004,1,B04297
T036155,R0004,0,B04297
T036156,R0004,1,B04297
T036157,R0004,1,B04298
T036158,R0004,0,B04298
T036159,R0004,1,B04298
T036160,R0004,0,B04298
T036161,R0004,0,B04299
T036162,R0004,1,B04299
T036163,R0004,0,B04299
T036164,R0004,1,B04299
T036165,R0004,1,B04300
T036166,R0004,0,B04300
T036167,R0004,1,B04300
T036168,R0004,0,B04300
T036169,R0004,0,B04301
T036170,R0004,1,B04301
T036171,R0004,0,B04301
T036172,R0004,1,B04301
T036173,R0004,1,B04302
T036174,R0004,0,B04302
T036175,R0004,1,B04302
T036176,R0004,0,B04302
T036177,R0004,0,B04303
T036178,R0004,1,B04303
T036179,R0004,0,B04303
T036180,R0004,1,B04303
T036181,R0004,1,B04304
T036182,R0004,0,B04304
T036183,R0004,1,B04304
T036184,R0004,0,B04304
T036185,R0004,0,B04305
T036186,R0004,1,B04305
T036187,R0004,0,B04305
T036188,R0004,1,B04305
T036189,R0004,1,B04306
T036190,R0004,0,B04306
T036191,R0004,1,B04306
T036192,R0004,0,B04306
T036193,R0004,0,B04307
T036194,R0004,1,B04307
T036195,R0004,0,B04307
T036196,R0004,1,B04307
T036197,R0004,1,B04308
T036198,R0004,0,B04308
T036199,R0004,1,B04308
T036200,R0004,0,B04308
T036201,R0004,0,B04309
T036202,R0004,1,B04309
T036203,R0004,0,B04309
T036204,R0004,1,B04309
T036205,R0004,1,B04310
T036206,R0004,0,B04310
T036207,R0004,1,B04310
T036208,R0004,0,B04310
T036209,R0004,0,B04311
T036210,R0004,1,B04311
T036211,R0004,0,B04311
T036212,R0004,1,B04311
T036213,R0004,1,B04312
T036214,R0004,0,B04312
T036215,R0004,1,B04312
